"A"
"17.9310068796"
"20.0796062489"
"20.0156394251"
"19.234098019"
"20.0893699677"
"19.2910313422"
"19.9537968873"
"19.5238988772"
"19.8148505484"
"17.8987283472"
"18.6464381635"
"17.8458809778"
"19.3255807275"
"19.8562656728"
"19.8647350493"
"19.5418704463"
"18.5303974788"
"19.6550322556"
"20.0346527967"
"18.6676632089"
"18.6981102652"
"18.2966361333"
"19.7626602069"
"17.2655075337"
"19.9787579922"
"19.7157641111"
"19.9490923348"
"20.0311851831"
"19.0211274236"
"20.0363946405"
"19.8791811566"
"20.0155141215"
"19.7330702269"
"20.1563481645"
"19.6591032238"
"19.7159915066"
"20.0675424208"
"18.3784707617"
"19.8566699191"
"19.4769255871"
"19.1400511415"
"19.4726418622"
"18.078744605"
"19.5597940103"
"19.8841755666"
