"A"
"17.8103812633"
"19.9434533503"
"20.0156394251"
"19.234098019"
"20.1391972729"
"19.2786079094"
"19.8318300786"
"19.4642288702"
"19.709036724"
"17.8932630417"
"18.3679007056"
"17.764051613"
"19.3125712817"
"19.6505112132"
"19.7162981788"
"19.7267112754"
"19.5295872197"
"18.5183571486"
"19.6902600118"
"19.812741921"
"18.6762014892"
"18.5491012841"
"18.1773231193"
"19.6233989531"
"17.2658029671"
"19.8330995964"
"19.6929042407"
"19.7938191306"
"19.7336626428"
"19.1177847229"
"19.9860260562"
"19.8823740054"
"19.7930508"
"19.6472874559"
"20.1482323712"
"19.6582937222"
"19.5107149732"
"19.6648576446"
"18.3690550681"
"19.8480412552"
"19.4125574237"
"19.130862463"
"19.2967599428"
"19.5632920964"
"18.0456882595"
"19.662667633"
"19.8902216766"
""
